,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2021-09-15,12784,451,19333,7362,66994,7346,8447,1911,1167,50811,24263,660,2560,27061,15011,6401,5801,8144,13056,976,10151,18407,21920,7956,9100,11022,1858,2368,6789,1451,26606,4649,54529,15405,1576,21265,8440,3536,28696,2809,11483,2092,14224,63534,2764,292,12170,7089,3296,8680,879
2021-09-16,12856,451,19360,7395,66994,7349,8447,1913,1167,50811,24460,679,2600,27113,15046,6401,5801,8206,13056,979,10167,18423,21920,7970,9165,11029,1865,2368,6821,1455,26606,4662,54574,15520,1580,21265,8440,3547,28768,2809,11532,2092,14289,63785,2779,294,12207,7145,3313,8682,879
2021-09-17,13048,452,19379,7412,66994,7374,8463,1913,1167,48772,24577,694,2600,27175,15083,6401,5865,8251,13418,981,10193,18445,21997,7983,9214,11047,1877,2371,6845,1460,26606,4675,54524,15615,1584,21471,8440,3569,28812,2810,11614,2092,14341,64058,2787,296,12242,7201,3370,8703,879
2021-09-18,13048,457,19379,7412,67396,7374,8463,1913,1167,51884,24577,694,2600,27221,15083,6401,5865,8251,13418,982,10209,18445,21997,7983,9214,11062,1877,2371,6845,1460,26606,4675,54524,15615,1586,21471,8440,3569,28845,2812,11614,2092,14341,64287,2787,298,12242,7201,3370,8703,879
2021-09-19,13048,464,19379,7412,67411,7374,8463,1913,1167,51884,24577,694,2600,27260,15083,6401,5865,8251,13418,984,10209,18445,21997,7983,9214,11062,1877,2377,6845,1460,26606,4675,54524,15615,1586,21471,8440,3569,28845,2814,11614,2092,14341,64535,2787,298,12242,7201,3370,8703,879
2021-09-20,13210,464,19513,7482,67551,7405,8462,1920,1167,51889,24772,714,2636,27274,15157,6401,5916,8339,13418,984,10209,18455,22034,7993,9270,11063,1887,2379,6880,1461,26606,4689,54699,15776,1586,21471,8440,3594,28864,2815,11721,2092,14450,64797,2804,298,12312,7271,3370,8703,879
2021-09-21,13460,471,19584,7499,67699,7428,8477,1927,1171,53096,24951,714,2662,27298,15239,6401,5916,8370,13558,1002,10236,18480,22034,8011,9331,11276,1901,2382,6918,1465,26606,4700,54749,15811,1593,21596,8440,3624,28932,2816,11828,2092,14450,65020,2829,301,12364,7315,3439,8767,879
2021-09-22,13665,471,19658,7528,67851,7441,8484,1929,1171,53105,25133,726,2687,27351,15315,6483,5918,8422,13657,1007,10261,18504,22127,8025,9353,11290,1914,2403,6948,1469,26606,4719,54759,15941,1595,21596,8715,3649,28998,2819,11913,2108,14677,65231,2841,301,12409,7315,3467,8787,879
2021-09-23,13798,471,19727,7548,67859,7455,8483,1942,1172,53116,25338,738,2719,27398,15343,6483,5918,8466,13702,1009,10289,18527,22127,8049,9395,11314,1930,2405,6983,1472,26606,4735,54836,16012,1595,21596,8715,3661,29030,2820,11957,2108,14740,65446,2860,301,12463,7434,3492,8793,879
2021-09-24,13921,471,19737,7561,67859,7472,8501,1942,1172,53580,25478,747,2753,27440,15377,6483,5980,8492,13741,1009,10304,18541,22214,8076,9425,11318,1945,2405,7015,1475,26606,4749,54854,16108,1595,21820,8715,3682,29064,2820,12080,2108,14825,65642,2869,304,12511,7434,3523,8794,879
2021-09-25,13921,471,19737,7561,68119,7472,8501,1942,1172,53124,25478,747,2753,27497,15377,6483,5980,8492,13741,1013,10313,18541,22214,8076,9425,11331,1945,2405,7015,1475,26606,4749,54854,16108,1597,21820,8715,3682,29128,2823,12080,2108,14825,65835,2869,306,12511,7494,3523,8809,879
2021-09-26,13921,539,19737,7561,68142,7472,8501,1942,1172,54063,25478,747,2753,27521,15377,6483,5980,8492,13741,1013,10317,18541,22214,8076,9425,11332,1945,2414,7015,1475,26606,4749,54854,16108,1604,21820,8715,3682,29141,2829,12080,2108,14825,66035,2869,310,12511,7494,3523,8811,879
2021-09-27,14025,543,19812,7630,68277,7503,8593,1942,1174,54067,25620,757,2790,27528,15474,6483,6024,8579,13796,1014,10324,18555,22244,8098,9480,11332,1973,2813,7045,1475,26606,4764,54984,16235,1604,21820,8715,3709,29151,2832,12213,2108,14952,66231,2892,310,12592,7528,3568,8859,955
2021-09-28,14155,553,19920,7651,68420,7522,8626,1950,1174,54071,25757,757,2830,27568,15561,6483,6024,8635,13850,1022,10349,18577,22244,8109,9538,11473,1989,2827,7073,1480,26606,4776,55029,16285,1607,21945,8715,3750,29226,2834,12259,2108,15055,66405,2905,313,12647,7591,3578,8879,996
2021-09-29,14200,554,19959,7670,68563,7541,8629,1953,1174,55009,25933,770,2854,27619,15625,6563,6051,8717,13900,1022,10363,18600,22355,8140,9588,11485,2001,2832,7107,1482,26606,4776,55084,16444,1607,21945,8949,3770,29323,2836,12372,2133,15099,66560,2920,317,12696,7654,3578,8894,996
2021-09-30,14299,554,19959,7691,68568,7543,8629,1954,1174,55011,26084,782,2907,27665,15658,6563,6051,8770,13949,1022,10385,18627,22355,8153,9600,11493,2009,2840,7150,1484,26606,4801,55132,16524,1611,21945,8949,3791,29400,2838,12472,2133,15149,66701,2932,317,12750,7726,3578,8901,996
2021-10-01,14393,554,20039,7718,68568,7594,8650,1954,1176,55219,26242,789,2931,27714,15686,6563,6068,8804,13988,1024,10395,18647,22439,8170,9646,11515,2017,2840,7166,1484,26606,4812,55181,16605,1611,22273,8949,3815,29437,2838,12570,2133,15205,66843,2943,318,12806,7765,3722,8901,996
2021-10-02,14393,554,20039,7718,68793,7594,8650,1954,1176,55619,26242,789,2931,27750,15686,6563,6068,8804,13988,1026,10407,18647,22439,8170,9646,11522,2017,2840,7166,1484,26606,4812,55181,16605,1611,22273,8949,3815,29488,2838,12570,2133,15205,66991,2943,321,12806,7765,3722,8933,996
2021-10-03,14393,557,20039,7718,68803,7594,8650,1954,1176,55619,26242,789,2931,27770,15686,6563,6068,8804,13988,1026,10410,18647,22439,8170,9646,11524,2017,2840,7166,1484,26606,4812,55181,16605,1621,22273,8949,3815,29519,2840,12570,2133,15205,67101,2943,321,12806,7765,3722,8954,996
2021-10-04,14471,560,20137,7752,68943,7626,8650,1972,1178,55622,26445,811,2982,27784,15773,6563,6071,8906,14027,1026,10413,18659,22503,8191,9688,11524,2022,2840,7188,1484,26606,4823,55267,16719,1621,22273,8949,3823,29531,2843,12702,2133,15323,67235,2951,323,12908,7807,3769,8966,996
2021-10-05,14542,565,20211,7775,69110,7643,8666,1975,1179,56405,26625,811,2993,27811,15844,6563,6071,8921,14068,1036,10434,18680,22503,8191,9749,11664,2048,2841,7221,1484,26606,4830,55299,16812,1621,22490,8949,3867,29611,2845,12729,2133,15404,67346,2962,323,12955,7860,3774,8984,1041
2021-10-06,14612,566,20250,7781,69269,7693,8667,1977,1180,56407,26820,818,3040,27878,15921,6651,6106,8972,14102,1065,10457,18707,22609,8243,9768,11676,2061,2842,7246,1496,26606,4840,55339,16945,1623,22490,9213,3900,29722,2852,12784,2167,15446,67426,2974,327,12999,7917,3839,8998,1041
2021-10-07,14675,566,20282,7802,69271,7733,8667,1977,1181,56410,27011,826,3064,27924,15953,6651,6106,9022,14139,1066,10480,18729,22609,8275,9778,11685,2070,2845,7246,1500,26606,4854,55363,17019,1629,22490,9213,3959,29814,2852,12856,2167,15507,67519,2983,328,13031,7972,3866,9003,1041
2021-10-08,14756,566,20319,7810,69271,7733,8667,1977,1182,56667,27142,826,3117,27965,15982,6651,6128,9053,14173,1070,10497,18746,22702,8295,9811,11690,2079,2845,7285,1500,26606,4869,55398,17104,1634,22819,9213,3982,29907,2852,12929,2167,15558,67585,2994,332,13075,8022,3866,9006,1041
2021-10-09,14756,570,20319,7810,69492,7733,8667,1977,1182,56413,27142,826,3117,28003,15982,6651,6128,9053,14173,1075,10515,18746,22702,8295,9811,11693,2079,2855,7285,1500,26606,4869,55398,17104,1635,22819,9213,3982,29907,2854,12929,2167,15558,67627,2994,335,13075,8022,3866,9052,1041
2021-10-10,14756,570,20319,7810,69492,7767,8667,1977,1182,56413,27142,826,3117,28021,15982,6651,6128,9053,14173,1075,10521,18746,22702,8295,9811,11694,2079,2855,7285,1500,26606,4869,55398,17104,1642,22819,9213,3982,29907,2854,12929,2167,15558,67664,2994,335,13075,8022,3866,9053,1041
2021-10-11,14859,586,20447,8132,69611,7767,8667,1977,1182,57300,27142,845,3122,28029,16062,6654,6142,9150,14204,1075,10524,18746,22738,8320,9833,11694,2079,2856,7315,1500,26606,4869,55519,17207,1642,22819,9213,4002,29907,2854,13034,2167,15583,67699,2994,335,13075,8064,3976,9112,1041
2021-10-12,14869,586,20453,8147,69614,7767,8667,2005,1182,57300,27335,845,3122,28041,16109,6654,6142,9184,14238,1076,10537,18783,22738,8330,9874,11699,2094,2870,7345,1512,26606,4885,55556,17233,1642,23021,9213,4084,30058,2854,13056,2167,15687,67719,3025,339,13219,8064,3995,9121,1080
2021-10-13,14980,592,20447,8166,70115,7790,8705,2005,1182,58129,27427,851,3187,28088,16140,6748,6151,9210,14268,1083,10565,18802,22864,8354,9900,11805,2109,2885,7367,1514,26606,4899,55582,17330,1652,23021,9402,4117,30228,2857,13093,2177,15734,67737,3042,340,13285,8152,3998,9156,1080
2021-10-14,15101,592,20453,8176,70128,7840,8707,2005,1183,58135,27565,857,3187,28152,16225,6748,6151,9262,14296,1088,10593,18816,22864,8379,9907,11821,2121,2897,7412,1519,26606,4919,55660,17410,1662,23021,9402,4141,30336,2860,13114,2177,15769,67741,3050,342,13345,8198,4048,9161,1080
2021-10-15,15142,592,20491,8192,70147,7840,8718,2021,1183,57859,27774,862,3251,28197,16245,6748,6165,9293,14321,1093,10622,18816,22969,8407,9917,11827,2128,2898,7422,1523,26606,4930,55766,17456,1669,23021,9402,4161,30418,2860,13232,2177,15829,67742,3067,343,13391,8234,4108,9163,1080
2021-10-16,15142,654,20491,8192,70174,7840,8718,2021,1183,58140,27774,862,3251,28238,16245,6748,6165,9293,14321,1095,10641,18816,22969,8407,9917,11833,2128,2905,7422,1523,26606,4930,55766,17456,1680,23021,9402,4161,30418,2860,13232,2177,15829,67949,3067,345,13391,8234,4108,9174,1080
2021-10-17,15142,662,20491,8192,70296,7840,8718,2021,1183,58142,27774,862,3251,28261,16245,6748,6165,9293,14321,1095,10650,18816,22969,8407,9917,11835,2128,2912,7422,1523,26606,4930,55766,17456,1680,23021,9402,4161,30418,2860,13232,2177,15829,68218,3067,345,13391,8234,4108,9198,1080
2021-10-18,15179,663,20500,8202,70461,7864,8718,2032,1184,58600,27940,871,3316,28268,16309,6748,6170,9396,14350,1095,10650,18838,23017,8436,9939,11836,2183,2920,7451,1527,26606,4942,55766,17536,1680,23327,9402,4185,30523,2861,13319,2177,15887,68467,3090,346,13486,8234,4134,9214,1080
2021-10-19,15263,668,20721,8221,70471,7949,8721,2037,1185,58607,28076,871,3316,28292,16370,6848,6170,9425,14388,1102,10663,18864,23017,8457,9957,11920,2206,2924,7466,1535,26606,4952,55807,17575,1690,23616,9402,4226,30587,2868,13321,2177,15887,68695,3095,347,13538,8322,4145,9245,1136
2021-10-20,15311,668,20721,8230,70472,7971,8721,2041,1185,58608,28234,871,3346,28344,16423,6848,6185,9477,14424,1109,10687,18875,23173,8489,9968,11935,2225,2928,7484,1540,26606,4966,55845,17640,1690,23616,10540,4235,30721,2871,13368,2205,16052,68697,3095,349,13585,8371,4219,9250,1136
2021-10-21,15320,668,20770,8237,70472,7971,8721,2045,1186,58608,28344,875,3346,28382,16449,6848,6185,9530,14446,1113,10708,18896,23173,8515,9977,11942,2239,2938,7484,1542,26606,4973,55890,17696,1703,23616,10540,4275,30815,2871,13412,2205,16104,69059,3118,351,13624,8417,4238,9258,1149
2021-10-22,15378,673,20821,8255,70591,7971,8739,2045,1186,58608,28519,878,3403,28414,16470,6848,6211,9559,14462,1115,10722,18911,23309,8537,9990,11950,2247,2938,7523,1546,26606,4987,55927,17765,1714,23955,10540,4284,30903,2872,13472,2205,16158,69075,3128,351,13668,8451,4263,9295,1149
2021-10-23,15378,683,20821,8255,70903,7971,8739,2045,1186,58933,28519,878,3403,28453,16470,6848,6211,9559,14462,1122,10735,18911,23309,8537,9990,11953,2247,2938,7523,1546,26606,4987,55927,17765,1718,23955,10540,4284,30964,2872,13472,2205,16158,69242,3128,351,13668,8451,4263,9333,1149
2021-10-24,15378,690,20821,8255,71101,7971,8739,2045,1186,58933,28519,878,3403,28469,16470,6848,6211,9559,14462,1122,10741,18911,23309,8537,9990,11951,2247,2938,7523,1546,26606,4987,55927,17765,1718,23955,10540,4284,30972,2872,13472,2205,16158,69638,3128,351,13668,8451,4263,9366,1149
2021-10-25,15407,690,20861,8292,71136,8086,8739,2064,1186,58933,28639,883,3428,28477,16524,6848,6242,9640,14480,1122,10744,18931,23366,8559,10024,11951,2259,2941,7547,1547,26606,5002,56038,17867,1718,23955,10540,4295,30976,2874,13559,2205,16158,69643,3128,351,13745,8480,4292,9373,1149
2021-10-26,15424,694,20963,8292,71242,8108,8752,2068,1187,58933,28737,883,3473,28516,16567,6848,6345,9665,14496,1147,10766,18956,23366,8581,10057,12016,2305,2942,7577,1547,26606,5012,56072,17888,1718,24164,10540,4318,31055,2874,13565,2205,16243,69833,3159,356,13793,8511,4316,9405,1174
2021-10-27,15432,694,21044,8325,71252,8108,8752,2069,1187,58933,28850,889,3501,28549,16632,6965,6345,9685,14506,1154,10785,18970,23526,8612,10059,12035,2321,2954,7600,1547,26606,5027,56118,17935,1746,24164,10710,4334,31197,2874,13604,2231,16294,69833,3181,358,13827,8554,4346,9412,1174
2021-10-28,15484,694,21033,8344,71254,8163,8751,2073,1188,59670,28939,890,3509,28591,16666,6965,6345,9717,14525,1160,10808,18985,23526,8653,10064,12043,2329,2954,7631,1547,26606,5039,56142,17977,1751,24164,10710,4337,31292,2874,13670,2231,16322,69833,3190,360,13870,8554,4409,9416,1174
2021-10-29,15532,697,21096,8353,71241,8258,8764,2089,1190,59497,29065,891,3534,28620,16683,6965,6415,9766,14547,1163,10818,18996,23662,8669,10075,12051,2346,2975,7631,1555,26606,5049,56142,18050,1756,24527,10710,4372,31377,2878,13716,2231,16351,69987,3208,364,13907,8585,4426,9430,1174
2021-10-30,15532,703,21096,8353,71298,8288,8764,2089,1190,59497,29065,891,3534,28626,16683,6965,6415,9766,14547,1167,10829,18996,23662,8669,10075,12055,2346,2975,7631,1555,26606,5049,56142,18050,1762,24527,10710,4372,31413,2878,13716,2231,16351,70116,3208,364,13907,8628,4426,9430,1174
2021-10-31,15532,705,21096,8353,71375,8289,8764,2089,1190,59497,29065,891,3534,28639,16683,6965,6415,9766,14547,1167,10834,18996,23662,8669,10075,12055,2346,2975,7631,1555,26606,5049,56142,18050,1762,24527,10710,4372,31454,2878,13716,2231,16351,70280,3208,364,13907,8628,4426,9483,1174
2021-11-01,15573,706,21155,8384,71479,8346,8766,2091,1191,59497,29174,916,3571,28653,16737,6965,6422,9814,14555,1168,10834,19003,23730,8694,10098,12055,2366,2975,7656,1570,26606,5061,56290,18104,1762,24527,10710,4377,31454,2878,13753,2231,16351,70419,3237,368,13984,8659,4450,9500,1174
2021-11-02,15629,709,21149,8412,71568,8401,8776,2095,1193,59497,29240,916,3577,28677,16783,6965,6422,9834,14565,1179,10860,19031,23730,8718,10129,12203,2380,2975,7668,1570,26606,5073,56313,18130,1774,24763,10710,4377,31530,2878,13766,2231,16408,70559,3248,369,14020,8659,4475,9525,1243
2021-11-03,15676,709,21273,8434,71588,8401,8776,2096,1193,59497,29310,919,3600,28717,16841,7069,6448,9856,14585,1193,10876,19046,23879,8761,10135,12212,2396,2975,7677,1583,26606,5085,56320,18191,1779,24763,10879,4469,31711,2878,13803,2253,16450,70560,3262,374,14052,8696,4490,9536,1243
2021-11-04,15734,709,21290,8452,71592,8407,8776,2101,1193,59497,29393,932,3629,28803,16859,7069,6448,9886,14597,1197,10889,19069,23879,8793,10134,12213,2405,2975,7692,1592,26606,5101,56408,18211,1779,24763,10879,4543,31783,2878,13832,2253,16482,70560,3276,380,14089,8696,4511,9540,1243
2021-11-05,15786,759,21348,8472,71705,8407,8790,2101,1193,60418,29483,944,3644,28832,16898,7069,6495,9939,14615,1204,10903,19087,23975,8828,10148,12218,2415,3001,7713,1592,26606,5113,56457,18251,1788,25067,10879,4562,31855,2881,13841,2253,16509,70753,3286,383,14125,8798,4518,9566,1243
2021-11-06,15786,787,21348,8472,71736,8517,8790,2101,1193,60418,29483,944,3644,28832,16898,7069,6495,9939,14615,1207,10927,19087,23975,8828,10148,12225,2415,3001,7713,1592,26606,5113,56457,18251,1791,25067,10879,4562,31898,2881,13841,2253,16509,70849,3286,384,14125,8798,4518,9592,1243
2021-11-07,15786,796,21348,8472,71992,8576,8790,2101,1193,60418,29483,944,3644,28832,16898,7069,6495,9939,14615,1207,10929,19087,23975,8828,10148,12225,2415,3001,7713,1592,26606,5113,56457,18251,1791,25067,10879,4562,31898,2881,13841,2253,16509,71165,3286,384,14125,8798,4518,9596,1243
2021-11-08,15834,796,21409,8497,72010,8577,8790,2119,1193,60418,29483,962,3678,28877,16916,7069,6534,10019,14622,1207,10929,19093,24027,8862,10153,12225,2423,3040,7759,1592,26606,5124,56555,18317,1791,25067,10879,4620,31915,2882,13896,2253,16509,71170,3300,384,14190,8827,4548,9601,1243
2021-11-09,15879,796,21486,8522,72021,8616,8806,2124,1193,60418,29647,962,3681,28901,16976,7069,6534,10062,14649,1215,10944,19117,24027,8882,10178,12325,2437,3042,7778,1592,26606,5135,56597,18336,1791,25282,10879,4655,31992,2884,13898,2253,16601,71488,3313,387,14225,8858,4568,9669,1298
2021-11-10,15917,796,21525,8525,72025,8618,8809,2125,1193,60420,29749,968,3703,28929,16995,7166,6619,10104,14662,1217,10962,19138,24217,8925,10182,12334,2451,3044,7797,1617,26606,5148,56636,18371,1796,25282,11581,4730,32188,2887,13923,2277,16630,71489,3325,388,14261,8857,4592,9671,1298
2021-11-11,15934,796,21549,8547,72025,8620,8809,2125,1193,60420,29749,971,3703,28929,17013,7166,6619,10104,14662,1220,10980,19138,24217,8968,10182,12334,2451,3044,7797,1617,26606,5148,56640,18371,1802,25282,11581,4730,32261,2887,13923,2277,16630,71489,3325,391,14294,8857,4610,9679,1298
2021-11-12,15934,798,21600,8560,72315,8701,8809,2125,1194,60844,29861,976,3735,28986,17088,7166,6618,10214,14685,1220,10987,19159,24308,8996,10187,12336,2479,3048,7809,1622,26606,5169,56713,18411,1804,25643,11072,4730,32279,2890,13983,2277,16668,71620,3347,393,14321,8934,4610,9702,1298
2021-11-13,15934,803,21600,8560,72344,8749,8809,2125,1194,60844,29861,976,3735,28986,17088,7166,6618,10214,14685,1230,10995,19159,24308,8996,10187,12343,2479,3048,7809,1622,26606,5169,56713,18411,1804,25643,11072,4730,32359,2890,13983,2277,16668,71709,3347,393,14321,8934,4610,9731,1298
2021-11-14,15934,805,21600,8560,72462,8772,8809,2125,1194,60845,29861,976,3735,28986,17088,7166,6618,10214,14685,1230,10999,19159,24308,8996,10187,12344,2479,3048,7809,1622,26606,5169,56713,18411,1815,25643,11072,4730,32401,2890,13983,2277,16668,71829,3347,393,14321,8934,4610,9759,1298
2021-11-15,15981,805,21653,8579,72588,8822,8826,2125,1194,60845,29871,977,3752,29032,17105,7166,6614,10280,14699,1230,11001,19189,24408,8996,10203,12344,2490,3048,7845,1622,26606,5191,56787,18437,1815,25643,11072,4803,32411,2890,14033,2277,16683,71969,3373,394,14392,8990,4636,9765,1298
2021-11-16,15999,805,21736,8592,72577,8830,8826,2143,1195,60845,29901,977,3785,29054,17147,7166,6614,10318,14708,1243,11020,19214,24408,9047,10215,12344,2513,3048,7873,1639,26606,5203,56831,18462,1815,25813,11072,4855,32483,2890,14033,2277,16740,71969,3386,395,14422,9029,4698,9772,1347
2021-11-17,16025,805,21752,8595,72602,8833,8834,2143,1195,60845,30027,985,3801,29083,17191,7268,6634,10354,14724,1243,11040,19235,24684,9093,10217,12344,2523,3048,7884,1648,26606,5215,56865,18514,1831,25813,11708,4873,32633,2890,14064,2303,16789,71969,3398,398,14443,9029,4698,9777,1347
2021-11-18,16043,825,21808,8599,72918,8947,8834,2143,1196,61147,30094,992,3826,29115,17220,7268,6634,10394,14735,1254,11052,19244,24684,9125,10222,12344,2540,3098,7900,1656,26606,5238,56901,18562,1838,25813,11088,4886,32729,2903,14078,2303,16796,72195,3411,401,14469,9056,4717,9800,1347
2021-11-19,16063,825,21886,8608,72944,8951,8850,2154,1196,61147,30162,998,3845,29157,17247,7268,6634,10606,14749,1268,11068,19268,24841,9155,10229,12344,2547,3108,7919,1662,26606,5263,56942,18597,1850,26063,11107,4914,32825,2906,14096,2303,16829,72195,3428,401,14492,9086,4726,9816,1347
2021-11-20,16063,827,21886,8608,72964,9009,8850,2154,1196,61147,30162,998,3845,29157,17247,7268,6634,10606,14749,1271,11080,19268,24841,9155,10229,12344,2547,3108,7919,1662,26606,5263,56942,18597,1852,26063,11107,4914,32911,2906,14096,2303,16829,72288,3428,404,14492,9110,4726,9830,1347
2021-11-21,16063,827,21886,8608,72966,9009,8850,2154,1196,61147,30162,998,3845,29157,17247,7268,6634,10606,14749,1272,11082,19268,24841,9155,10229,12344,2547,3108,7919,1662,26606,5263,56942,18597,1852,26063,11107,4914,32924,2906,14096,2303,16829,72288,3428,404,14492,9110,4726,9830,1347
2021-11-22,16073,827,21942,8620,72966,9010,8853,2159,1196,61147,30236,1002,3862,29215,17316,7268,6643,10707,14754,1272,11085,19284,24928,9192,10240,15225,2567,3112,7931,1672,26606,5277,57024,18630,1852,26063,11107,5017,32931,2913,14128,2303,16861,72288,3442,405,14548,9139,4757,9831,1347
2021-11-23,16086,839,22062,8627,73111,9074,8853,2162,1196,61147,30298,1002,3883,29234,17369,7268,6643,10760,14768,1300,11098,19309,24928,9229,10253,15327,2605,3132,7954,1678,26606,5289,57032,18642,1861,26190,11221,5066,33003,2913,14135,2303,16916,72368,3457,406,14573,9177,4770,9873,1347
2021-11-24,16102,839,22098,8643,73111,9076,8865,2164,1196,61147,30358,1008,3891,29258,17386,7354,6673,10795,14777,1303,11114,19329,25244,9282,10262,15334,2612,3146,7973,1683,26606,5310,57093,18676,1867,26190,11223,5116,33101,2915,14135,2320,16967,72368,3470,406,14597,9208,4817,9922,1347
2021-11-25,16115,839,22173,8652,73111,9081,8865,2173,1196,61147,30358,1014,3891,29258,17386,7354,6673,10795,14777,1303,11114,19329,25244,9282,10262,15334,2612,3146,7973,1683,26606,5310,57109,18676,1874,26190,11223,5116,33247,2915,14153,2320,16967,72368,3470,406,14616,9208,4817,9940,1347
2021-11-26,16115,839,22177,8652,73111,9081,8865,2173,1196,61147,30358,1015,3891,29258,17386,7354,6673,10795,14777,1303,11114,19351,25244,9338,10262,15334,2631,3146,7973,1683,26606,5310,57131,18676,1874,26483,11223,5116,33247,2915,14186,2320,16967,72368,3487,406,14635,9208,4817,9944,1347
